Doulist, Page, NO., ID, Title 
919697, 7, 168, 3221203, 哈利波特与大漏斗 
919697, 7, 169, 1045768, 宴会发型.舞台发型 
919697, 7, 170, 3112791, 韩梅梅 
919697, 7, 171, 3115738, 五雷闪电手 
919697, 7, 172, 1948787, 文革笑料集 
919697, 7, 173, 1344535, 搞定男人 
919697, 7, 174, 1343063, 搞定女人 
919697, 7, 175, 1883359, 做个优秀的小学生 
919697, 8, 176, 1732772, 红短信·红段子·红幽默 
919697, 8, 177, 1327837, 如何在电脑上观赏影碟 
919697, 8, 178, 1487361, 外国人怎样当农民 
919697, 8, 179, 1994928, 性要怎么教 
919697, 8, 180, 2080808, 我们怎样发现了:地球是圆的 
919697, 8, 181, 3053550, 朱丹溪祖傳尿療法：喝自己的尿治自己的病 
919697, 8, 182, 1018965, 想长高的小姑娘 
919697, 8, 183, 2091371, 中医肛肠病临床最新进展 
919697, 8, 184, 1453101, 大便書 
919697, 8, 185, 3942415, 壮心如歌·全国先进干休所先进离退休干部先进老干部工作者典型事迹荟萃 
919697, 8, 186, 3452026, 红孩儿克隆六耳猕猴//红孩儿DNA系列童话 
919697, 8, 187, 5422974, 李雷和韩梅梅的失败与伟大 
919697, 8, 188, 1464616, 男人为什么有乳头？ 
919697, 8, 189, 2975939, 论扯淡 
919697, 8, 190, 1282889, 反“人体特异功能”论 
919697, 8, 191, 1101634, 外星人触摸中国 
919697, 8, 192, 2271540, 少林达摩易筋经图解 
919697, 8, 193, 3209059, 网络舆论引导与和谐论坛建设 
919697, 8, 194, 1347078, 世界惡女大全 
919697, 8, 195, 1759474, 雲端漫舞坦陀羅：狂喜性愛修行指南 
919697, 8, 196, 2013986, 民间兽医特异疗法 
919697, 8, 197, 3043379, 梦里寻他千百度 
919697, 8, 198, 2266774, 《江泽民文选》成语典故 
919697, 8, 199, 1959401, 挑战世界的中国第一CEO 
919697, 8, 200, 1909737, 和谐社会 和谐中国 
919697, 9, 201, 3036947, 大炮打飞机 
919697, 9, 202, 2035425, 临床液体治疗 
919697, 9, 203, 2567247, 性越多越安全 
919697, 9, 204, 3043381, 蹭机房蹭出的QQ帝国 
919697, 9, 205, 1657978, 四姑娘山 
919697, 9, 206, 3786940, 鲈鱼 
919697, 9, 207, 1417348, Andy Warhol: Ladies &amp; Gentleman, Sex Parts, Torsos, Polaroids 
919697, 9, 208, 4710736, 如何讓她欲仙欲死 
919697, 9, 209, 3115736, 肾子阳性功 
919697, 9, 210, 1705093, 咏春拳顶尖高手必修 
919697, 9, 211, 3011226, 為什麼蚊子老在人們耳朵邊嗡嗡叫？ 
919697, 9, 212, 1030612, 怎样养好产蛋鸡 
919697, 9, 213, 4713420, مفهوم التاريخ عند المقريزي 
919697, 9, 214, 3168872, 35号投手温家宝 
919697, 9, 215, 4187077, 小学生彩绘作文乐园 
919697, 9, 216, 1703136, 中国还是能说不 
919697, 9, 217, 1507022, 中国可以说不 
919697, 9, 218, 4104390, 简氏坦克与装甲车鉴赏指南 
919697, 9, 219, 3678029, 怎么沟通,领导才放心 怎么做事,领导才信任 
919697, 9, 220, 3265721, 怎样当员工 
919697, 9, 221, 1209007, 导游员带团200个怎么办 
919697, 9, 222, 1156952, 郊游时走失了怎么办&lt;学校篇&gt;(全注音卡通版) 
919697, 9, 223, 1426312, 教你如何“混饭吃” 
919697, 9, 224, 2093484, 怎样唱好张学友歌曲 
4028570, 14, 326, 5321895, 那些忧伤的年轻人 
4028570, 14, 327, 3239824, 一个人的电影 
4028570, 14, 328, 20278799, 三十六大 
4028570, 14, 329, 24869702, 千万次摇摆，才能长大成人 
4028570, 14, 330, 21318055, 通稿二零零三 
4028570, 14, 331, 19967328, 漂泊的灵魂 
4028570, 14, 332, 7056720, 亚多苏和苏菲亚 
4028570, 14, 333, 1078760, 我的猫咪我的狂爱 
4028570, 14, 334, 1041128, 天蓝色的彼岸 
4028570, 14, 335, 3859019, 不是第四本书 
4028570, 14, 336, 1022060, 狼图腾 
4028570, 14, 337, 4934332, 子不语3 
4028570, 14, 338, 6799871, 广告设计 
4028570, 14, 339, 5030403, 子不語 2 
4028570, 14, 340, 10572680, 詹姆斯.卡梅隆的“泰坦尼克号” 
4028570, 14, 341, 10554976, 星空电影青春纪念册 
4028570, 14, 342, 6830090, 青年电影手册（总第四辑） 
4028570, 14, 343, 20645167, 定格时光·幸福规画 
4028570, 14, 344, 5941557, 兰波作品全集 
4028570, 14, 345, 10748010, 史努比漫画全集1 
4028570, 14, 346, 25743459, 如果我们的语言是威士忌 
4028570, 14, 347, 1020080, 悲惨世界（上下） 
4028570, 14, 348, 6001310, ねこだらけ 
4028570, 14, 349, 6963641, 秒速五公分 02 
4028570, 14, 350, 24531396, Happy Birthday Moon 
821278, 1, 1, 3227955, 大兴皇朝 
821278, 1, 2, 4766047, 祸国 
821278, 1, 3, 1945493, 孤芳不自赏1 
821278, 1, 4, 2129362, 帝王业（上下） 
821278, 1, 5, 1461903, 何以笙箫默 
821278, 1, 6, 3879301, 微微一笑很倾城 
821278, 1, 7, 4842735, 海妖 
821278, 1, 8, 1962929, 佳期如梦 
821278, 1, 9, 2283084, 云中歌1 
821278, 1, 10, 3426869, 三生三世 十里桃花 
821278, 1, 11, 2078219, 且试天下1 
821278, 1, 12, 3339861, 就是皇后 
821278, 1, 13, 1440611, 迷侠记 
821278, 1, 14, 1812439, 步步惊心 
821278, 1, 15, 2023843, 閒雲公子 
821278, 1, 16, 1925232, 大漠谣 
821278, 1, 17, 1886385, 来不及说我爱你 
821278, 1, 18, 2048364, 独步天下（上下卷） 
821278, 1, 19, 4224758, 花千骨（上下） 
821278, 1, 20, 3561591, 凤囚凰（上中） 
821278, 1, 21, 2023846, 春香说 
821278, 1, 22, 3123939, 不负如来不负卿1 
821278, 1, 23, 3697979, 衣香鬓影2·千秋素光同 
821278, 1, 24, 2004407, 后宫·甄嬛传Ⅰ 
821278, 1, 25, 1748232, 忽而今夏 
821278, 2, 26, 2980870, 断指娘子 
821278, 2, 27, 1381193, 是非分不清 
821278, 2, 28, 3829004, 明月照人来 
821278, 2, 29, 3125483, 妖神蘭青(上) 
821278, 2, 30, 4906195, 人间烟火 
821278, 2, 31, 2980283, 到处是秘密 
821278, 2, 32, 1261471, 香初上舞 
821278, 2, 33, 1465135, 情锁 
821278, 2, 34, 2354969, 衣香鬓影 
821278, 2, 35, 4313949, 奥汀的祝福 
821278, 2, 36, 3730731, 许我向你看（终结篇） 
821278, 2, 37, 2298345, 狐魅天下·第一部·狐妖公子 
821278, 2, 38, 3250733, 午门囧事Ⅱ 
821278, 2, 39, 2023848, 一鸣天下 
821278, 2, 40, 1376699, 及時行樂 
821278, 2, 41, 1883268, 出嫁不从夫 
821278, 2, 42, 1928490, 如果可以这样爱 
821278, 2, 43, 3069729, 碧甃沉 
821278, 2, 44, 3584141, 流水迢迢（全两册） 
821278, 2, 45, 1443082, 姑洗徵舞 
821278, 2, 46, 1377681, 追月 
821278, 2, 47, 4135947, 天子谋 
821278, 2, 48, 1104808, 烈火青春（1-13） 
821278, 2, 49, 1430604, 送神舞 
821278, 2, 50, 3001013, 奶牛座的魔履情缘 
821278, 3, 51, 3168454, 夜上海 
821278, 3, 52, 1262037, 迷迭 
821278, 3, 53, 5916880, 华胥引（全二册） 
821278, 3, 54, 5291181, Blood X Blood：血族传说 
821278, 3, 55, 1443458, 迷行记 
821278, 3, 56, 1485480, 太和舞 
821278, 3, 57, 1805988, 庆熹纪事 
821278, 3, 58, 3236155, 韦帅望的江湖 
821278, 3, 59, 2138767, 清风入梦·怡殇Ⅰ 
821278, 3, 60, 3819920, 有女舜華 
821278, 3, 61, 4098989, 我的青春从爱你开始 
821278, 3, 62, 1470158, 圆舞 
821278, 3, 63, 1046172, 流金岁月 
821278, 3, 64, 2230208, 我的前半生 
821278, 3, 65, 2115040, 玫瑰的故事 
821278, 3, 66, 1361268, 朝花夕拾 
821278, 3, 67, 1004956, 阿修羅 
821278, 3, 68, 2022979, 喜宝 
821278, 3, 69, 4231381, 那些回不去的年少时光 
821278, 3, 70, 4166819, 你好，旧时光（上 下） 
821278, 3, 71, 1452923, 九州·斛珠夫人 
821278, 3, 72, 2567919, 匆匆那年（上下） 
821278, 3, 73, 3872378, 青城 
821278, 3, 74, 3364858, 再见，冥王星 
821278, 3, 75, 4238754, 失恋33天 
821278, 4, 76, 2111394, 驱魔人·第一季·你是谁 
821278, 4, 77, 1488377, 中华异想集·硃蛾 
821278, 4, 78, 5980360, 曾许诺 
821278, 4, 79, 4174098, 那一场呼啸而过的青春 
821278, 4, 80, 3606570, 鹤唳华亭 
821278, 4, 81, 2342840, 苏旷传奇 
821278, 4, 82, 6139592, 11处特工皇妃 
821278, 4, 83, 6773643, 橘生淮南·暗恋 
821278, 4, 84, 5414084, 智斗 
821278, 4, 85, 6437035, 扶摇皇后（上下） 
821278, 4, 86, 3290028, 孤城闭 
821278, 4, 87, 6732193, 十年一品温如言 
821278, 4, 88, 3863359, 千劫眉·两处沉吟 
821278, 4, 89, 4246646, 南臨阿奴 
821278, 4, 90, 1379826, 家佛請進門（上＋下） 
821278, 4, 91, 2980874, 斗妻番外篇（I/II） 
821278, 4, 92, 4057010, 月上重火之水落石出 
821278, 4, 93, 10740021, 三生三世 枕上书 
821278, 4, 94, 1917193, 从此尽情飞翔 
821278, 4, 95, 10343062, 暗恋 
821278, 4, 96, 3520727, 贵族 
821278, 4, 97, 5936030, ab日记 
14833, 4, 76, 1949414, 葛佩琦回忆录 
14833, 4, 77, 1031917, 遇罗克遗作与回忆 
14833, 4, 78, 1949899, AB团与富田事变始末 
14833, 4, 79, 1949902, 世界大串联 
14833, 4, 80, 1949904, 1987报告文学选 
14833, 4, 81, 1002964, 徐铸成回忆录 
14833, 4, 82, 1163742, 心路 
14833, 4, 83, 1211400, 浦熙修 
14833, 4, 84, 1950150, 中国近代十大灾荒 
14833, 4, 85, 1741716, 周恩来与他的世纪 
14833, 4, 86, 1779257, 苏联祭 
14833, 4, 87, 1734928, 告别理想 
14833, 4, 88, 1958433, 缱绻与决绝 
14833, 4, 89, 1274197, 沧桑十年 
14833, 4, 90, 1960260, 疯狂岁月 
14833, 4, 91, 1010595, 一个革命的幸存者（上下） 
14833, 4, 92, 1003055, 红色家族档案:罗瑞卿女儿的点点记忆 
14833, 4, 93, 1963583, 与莫斯科决裂 
14833, 4, 94, 1963586, 斯大林时代 
14833, 4, 95, 1022592, 被枪决的苏联元帅 
14833, 4, 96, 1016915, 不合时宜的思想 
14833, 4, 97, 1068911, 小书生大时代 
14833, 4, 98, 1845478, 在忠字旗下跳舞 
14833, 4, 99, 1477993, 一九五七年的中国 
43967104, 1, 1, 10550572, 金钱关系 
43967104, 1, 2, 10550573, 顶级金融家 
43967104, 1, 3, 1484103, 规模与范围 
43967104, 1, 4, 1050199, 明代粮长制度 
43967104, 1, 5, 1089405, 中世纪晚期欧洲经济社会史 
43967104, 1, 6, 1044499, 菲利普二世时代的地中海和地中海世界（上下卷） 
43967104, 1, 7, 1254932, 十五至十八世纪的物质文明、经济与资本主义--第三卷--世界的时间 
43967104, 1, 8, 1253267, 15至18世纪的物质文明、经济和资本主义（第二卷） 
43967104, 1, 9, 1254597, 15至18世纪的物质文明、经济和资本主义（第一卷） 
43967104, 1, 10, 1962660, 明清福建家族组织与社会变迁 
43967104, 1, 11, 1084229, 明初以降人口及其相关问题 
43967104, 1, 12, 2310696, 明清农村社会经济 / 明清社会经济变迁论 
43967104, 1, 13, 2073734, 在国家与社会之间 
43967104, 1, 14, 2379345, 中国农村的市场和社会结构 
43967104, 1, 15, 2382362, 明清时代商人及商业资本/明代江南市民经济初探 
43967104, 1, 16, 1118657, 故事中的经济史 
43967104, 1, 17, 3198526, 中国政治经济史论 
43967104, 1, 18, 2005400, 经济史：历史观与方法论 
43967104, 1, 19, 5346217, 中国经济史研究 
43967104, 1, 20, 1939782, 罗马-拜占庭经济史-(上.下编) 
43967104, 1, 21, 2126974, 中国经济史考证（全三册） 
43967104, 1, 22, 1016941, 多视角看江南经济史 
43967104, 1, 23, 3177052, 剑桥美国经济史（第二卷） 
184968, 1, 1, 26451439, 木心谈木心 
184968, 1, 2, 25748615, 木心1989-1994 文學回憶錄套書 
184968, 1, 3, 26319518, 木心逝世三周年纪念专号 
184968, 1, 4, 5904133, 梦想抵抗现实 Dreaming Against the World 
184968, 1, 5, 20468808, An Empty Room 
184968, 1, 6, 11602983, 我紛紛的情欲 
184968, 1, 7, 11640005, 巴瓏 
184968, 1, 8, 19973599, 魚麗之宴 
184968, 1, 9, 11497713, 即興判斷 
184968, 1, 10, 11603033, 瓊美卡隨想錄 
184968, 1, 11, 11640004, 愛默生家的惡客 
184968, 1, 12, 11497737, 我紛紛的情欲 
184968, 1, 13, 11497729, 西班牙三棵樹 
184968, 1, 14, 19973598, 瓊美卡隨想錄 
184968, 1, 15, 11497734, 詩經演 
184968, 1, 16, 11602996, 偽所羅門書 
184968, 1, 17, 10810695, 素履之往 
184968, 1, 18, 10831639, 溫莎墓園日記 
184968, 1, 19, 11640006, 散文一集 
184968, 1, 20, 21363032, 雲雀叫了一整天 
184968, 1, 21, 23778103, 木心作品集（13本） 
184968, 1, 22, 20516974, 木心作品二辑五种 
184968, 1, 23, 4898554, 木心纪念专号 
184968, 1, 24, 20440644, 木心画集 
127649, 2, 26, 1005576, 影响力 
127649, 2, 27, 1128662, 欲望之源 
127649, 2, 28, 2328458, 社会性动物 
127649, 2, 29, 1504957, 学会提问 
127649, 2, 30, 1898860, How to Think Straight About Psychology 
127649, 2, 31, 1100657, 统计陷阱 
127649, 2, 32, 2208826, The Cambridge Handbook of Thinking and Reasoning 
127649, 2, 33, 2567247, 性越多越安全 
127649, 2, 34, 2124368, 证明与反驳 
127649, 2, 35, 1134231, 数学与猜想（第二卷） 
127649, 2, 36, 1850407, 数学的发现 
127649, 2, 37, 1322358, 费马大定理 
127649, 2, 38, 2845839, The Psychology of Problem Solving 
127649, 2, 39, 1859573, Solving Mathematical Problems 
127649, 2, 40, 1770012, The Psychology of Invention in the Mathematical Field 
127649, 2, 41, 7015927, The Optimism Bias 
150200, 6, 126, 2134750, 香港风格 
150200, 6, 127, 2131611, The Rough Guide to Ethical Living 
150200, 6, 128, 2130625, Delaying The Real World 
150200, 6, 129, 1431035, 佛教与素食 
150200, 6, 130, 2049128, 追寻失落的圆明园 
150200, 6, 131, 2117727, 丧家狗 
150200, 6, 132, 1151876, 女人可以治國嗎？ 
150200, 6, 133, 1923012, 顽主 
150200, 6, 134, 2030664, 清俗纪闻 
150200, 6, 135, 2079577, 我的千岁寒 
150200, 6, 136, 1755721, 鬱金香熱 
150200, 6, 137, 1907739, 伊斯坦堡: 一座城市的記憶 
150200, 6, 138, 1054685, 当世界年纪还小的时候 
150200, 6, 139, 1807349, 沉默的大多数 
150200, 6, 140, 1082578, 个人尊严 
150200, 6, 141, 1089243, 理想国与哲人王 
150200, 6, 142, 1476480, 黄金时代 
150200, 6, 143, 1870268, 城市的世界 
453664, 1, 1, 4118705, 我们如何摔断腿 
453664, 1, 2, 2294552, 党救活了他 
453664, 1, 3, 3341621, 得了阳痿怎么办 
453664, 1, 4, 3724987, 如何謀殺妳的丈夫 
453664, 1, 5, 1963786, 怎样鉴别黄色歌曲 
453664, 1, 6, 2217788, 三鹿人成功之路 
453664, 1, 7, 3032373, 阴阳吸壁功 
453664, 1, 8, 1885140, 怎样立地成佛 
453664, 1, 9, 1492431, 写得像郭敬明一样好 
453664, 1, 10, 3365412, 岱河煤矿志 
453664, 1, 11, 2374070, 夫妻双修功 
453664, 1, 12, 2268780, 屁眼文化 
453664, 1, 13, 5247864, 只有社会主义才能救美国 
453664, 1, 14, 3072996, 从小跟着共产党 
453664, 1, 15, 2702253, 怎样写领导讲话稿 
453664, 1, 16, 3573324, 如何處理仇人的骨灰 
453664, 1, 17, 2070186, 打飞机英雄集 
453664, 1, 18, 1814179, 挖鼻史 
453664, 1, 19, 2158562, 社会主义中国不容诬蔑 
453664, 1, 20, 1486726, 怎样打孩子？ 
453664, 1, 21, 2092807, 怎样唱好周杰伦歌曲（标准级） 
453664, 1, 22, 1385745, 如何當一隻好狗 
453664, 1, 23, 3896758, 参谋助手论 
453664, 1, 24, 3084287, 中老年激情广场 
453664, 1, 25, 1187184, 李洪志其人其事 
453664, 2, 26, 1162011, 下岗、失业是福 
453664, 2, 27, 3053550, 朱丹溪祖傳尿療法：喝自己的尿治自己的病 
453664, 2, 28, 1426312, 教你如何“混饭吃” 
453664, 2, 29, 20273224, 漫画共产党为什么好 
453664, 2, 30, 5914582, 九評地產黨 
37919722, 3, 51, 26418475, 逃避自由 
37919722, 3, 52, 26611176, 永不言弃 
37919722, 3, 53, 5312095, 西西弗神话 
37919722, 3, 54, 4932572, 走出忧郁 
37919722, 3, 55, 11542550, 论语新解 
37919722, 3, 56, 4098263, 论语译注 
37919722, 3, 57, 1000888, 論語譯註 
37919722, 3, 58, 1460313, 哥伦比亚的倒影 
37919722, 3, 59, 1998842, 尼采：在世纪的转折点上 
37919722, 3, 60, 10435419, 尼采 
37919722, 3, 61, 10759466, 地下室手记 
37919722, 3, 62, 3410709, 中国哲学简史 
37919722, 3, 63, 20391339, 道德经注释 
37919722, 3, 64, 2280754, 道德经 
37919722, 3, 65, 1253292, 老子今注今译 
37919722, 3, 66, 1287864, 庄子 
37919722, 3, 67, 2046236, 庄子 
37919722, 3, 68, 1042042, 孔子 
37919722, 3, 69, 10608319, 存在主义是一种人道主义 
37919722, 3, 70, 23060145, 未来形而上学导论 
37919722, 3, 71, 1248104, 南华经 
37919722, 3, 72, 10560279, 没有疆界 
37919722, 3, 73, 26663951, 唧唧复唧唧 
37919722, 3, 74, 26661067, 万物皆奇迹 
43107333, 15, 351, 1933697, 屠格涅夫散文诗集 
43107333, 15, 352, 1053493, 苇间风 
43107333, 15, 353, 2193878, 红字 
43107333, 15, 354, 21267640, 布登勃洛克一家 
43107333, 15, 355, 2253398, 哈克贝利·费恩历险记 
43107333, 15, 356, 3076990, 哥萨克 
43107333, 15, 357, 25796120, 小径分岔的花园 
43107333, 15, 358, 10745812, 我怎样写小说-老舍作品集（全三十一册） 
43107333, 15, 359, 1736893, 契诃夫手记 
43107333, 15, 360, 4173414, 以文行事 
43107333, 15, 361, 25781003, 外国中短篇小说藏本：陀思妥耶夫斯基 
43107333, 15, 362, 5247161, 费·陀思妥耶夫斯基全集（全22卷） 
43107333, 15, 363, 1128700, 卡夫卡短篇小说全集 
43107333, 15, 364, 3616661, 卡夫卡口述 
43107333, 15, 365, 1085014, 卡夫卡文集.第4卷.书简 
43107333, 15, 366, 6016234, 奇风岁月 
43107333, 15, 367, 26685539, 有鹿来 
43107333, 15, 368, 5957471, 我们的父辈 Unsere Mütter, unsere Väter 
43107333, 15, 369, 25952961, 曾国藩 
43107333, 15, 370, 20424526, 博尔赫斯谈话录 
43107333, 15, 371, 6973970, 邓小平时代 
43107333, 15, 372, 25752955, 人间失格 
4031665, 6, 126, 3701456, 文明的进程 
4031665, 6, 127, 7051892, 文明 
4031665, 6, 128, 1029649, 玻璃岛 
4031665, 6, 129, 1055304, 中国历史地图集（全八册） 
4031665, 6, 130, 2082154, 历史的起源与目标 
4031665, 6, 131, 1226368, 元史学 
4031665, 6, 132, 1057653, 草原帝国 
4031665, 6, 133, 1053109, 封建社会（上、下卷） 
4031665, 6, 134, 1197914, 长征记 
4031665, 6, 135, 1028120, 新科学（全两册） 
4031665, 6, 136, 1441453, 历史学的理论和实际 
4031665, 6, 137, 1020537, 历史的观念 
4031665, 6, 138, 1864476, 古代城市 
4031665, 6, 139, 1044499, 菲利普二世时代的地中海和地中海世界（上下卷） 
4031665, 6, 140, 1915375, 西方的没落（全二卷） 
4031665, 6, 141, 3510266, 希腊罗马名人传（全三册） 
4031665, 6, 142, 4191638, 10 1/2章世界史 
4031665, 6, 143, 2042063, 伊斯坦布尔 
4031665, 6, 144, 3665980, 从甲午到戊戌 
4031665, 6, 145, 1031917, 遇罗克遗作与回忆 
4031665, 6, 146, 10583099, 全球通史 
4031665, 6, 147, 1201259, 最长的一天 
4031665, 6, 148, 1047370, 拉丁美洲被切开的血管 
4031665, 6, 149, 3418938, 被遗忘的士兵 
4031665, 6, 150, 3002863, 后望书 
203925, 4, 76, 1031917, 遇罗克遗作与回忆 
203925, 4, 77, 1396491, 第三帝国的兴亡（全三册） 
203925, 4, 78, 3665980, 从甲午到戊戌 
203925, 4, 79, 3880774, 1944：松山战役笔记 
203925, 4, 80, 1289849, 喇嘛王国的覆灭 
203925, 4, 81, 3824491, 父亲的战场 
203925, 4, 82, 2382373, 欧洲社会主义百年史（上下） 
203925, 4, 83, 3239549, 夹边沟记事 
203925, 4, 84, 2713409, 国民党的“联共”与“反共” 
203925, 4, 85, 3138304, 史家、史学与现代学术 
203925, 4, 86, 1660163, 中国历史地图集 第一册 
203925, 4, 87, 1057881, 金明馆丛稿二编 
203925, 4, 88, 1037121, 寒柳堂集 
203925, 4, 89, 1034470, 柳如是别传（全三册） 
203925, 4, 90, 1675478, 天朝的崩溃 
203925, 4, 91, 2156302, 布拉格之春 
203925, 4, 92, 3510266, 希腊罗马名人传（全三册） 
203925, 4, 93, 1899764, 长征 
203925, 4, 94, 1790005, 蒙面骑士 
203925, 4, 95, 1005492, 光荣与梦想 
203925, 4, 96, 1427825, 中国人史纲（上中下） 
203925, 4, 97, 1337448, 简明中国历史地图集 
203925, 4, 98, 1055470, 通典(全五册) 
203925, 4, 99, 1270509, 中国史学名著 
203925, 4, 100, 1506839, 法兰西的特性1 
41073897, 1, 1, 26827546, 长江图 
41073897, 1, 2, 26804200, 大历史 
41073897, 1, 3, 26797395, 希姆莱兄弟 
41073897, 1, 4, 26767248, 夏日启示录 
41073897, 1, 5, 4882013, 校园秘史 
41073897, 1, 6, 1011702, 异常 
41073897, 1, 7, 3381778, 伦敦生活 Fleabag 
41073897, 1, 8, 26848146, 毒枭 第二季 Narcos Season 2 
41073897, 2, 26, 26806702, 阿尔贝·加缪 
41073897, 2, 27, 26819477, 东京本屋 
41073897, 2, 28, 26762263, 我被封杀的抒情 
41073897, 2, 29, 26369400, 波澜万丈 파란만장 
41073897, 2, 30, 26846483, 老男孩 올드보이 
41073897, 2, 31, 26770722, 朱可夫 
41073897, 2, 32, 26837288, 瑞普·凡·温克尔的新娘 リップヴァンウィンクルの花嫁 
41073897, 2, 33, 26821757, 不然你搬去火星啊 
41073897, 2, 34, 26819239, 一个人的面包屑生活 
41073897, 2, 35, 26798155, 钓鱼的男孩 
41073897, 2, 36, 26816981, 奔腾年代 第一季 Halt and Catch Fire Season 1 
41073897, 2, 37, 2973325, 一个叫欧维的男人决定去死 En man som heter Ove 
41073897, 2, 38, 26794876, 冷血惊魂 Repulsion 
41073897, 2, 39, 1069210, 夜行动物 Nocturnal Animals 
41073897, 2, 40, 26826605, 贤者之爱 賢者の愛 
41073897, 2, 41, 26801537, 天才捕手 Genius 
41073897, 3, 51, 26832913, 二十亿光年的孤独 
41073897, 3, 52, 26818873, 我们都是食人族 
41073897, 3, 53, 26824373, 弹簧折刀 Sling Blade 
41073897, 3, 54, 3987362, 泽维尔 Xavier 
41073897, 3, 55, 26831234, 枕边的男人 L&#39;homme de chevet 
41073897, 3, 56, 26847654, 在好莱坞图谋不轨 
41073897, 4, 76, 25970429, 意外制造公司 De Surprise 
41073897, 4, 77, 26773296, 没有个性的人 
41073897, 4, 78, 26819342, 魔鬼的牧师 
41073897, 4, 79, 26774090, 冰上轻驰 Cool Runnings 
41073897, 4, 80, 26823134, 冰上奇缘 The Cutting Edge 
41073897, 4, 81, 26602780, 婚姻生活 Scener ur ett äktenskap 
41073897, 5, 101, 26760976, 怒 
41073897, 5, 102, 2209776, 竹光侍 1 
41073897, 5, 103, 26737210, 黑猫白猫 Црна мачка, бели мачор 
41073897, 5, 104, 26723433, 爸爸去出差 Otac na sluzbenom putu 
41073897, 5, 105, 26698660, 库斯图里卡：巴尔干坏男孩 Kusturica: Balkan&#39;s Bad Boy 
41073897, 5, 106, 26772174, 怪奇物语 第一季 Stranger Things Season 1 
41073897, 5, 107, 26793129, 罪夜之奔 The Night Of 
41073897, 5, 108, 26765928, 火花 
41073897, 6, 126, 26775676, 阴翳礼赞 
41073897, 6, 127, 25697502, 破碎人生 Demolition 
41073897, 6, 128, 26708145, 天空之眼 Eye in the Sky 
41073897, 6, 129, 26787931, 他人的痛苦 
41073897, 6, 130, 3782750, 致幻旅行 Tripped 
41073897, 6, 131, 26590893, 审判 
41073897, 6, 132, 26774091, 精神科的故事：在游泳池 
41073897, 6, 133, 26794598, 小杜丽 
41073897, 6, 134, 1057358, 都市女孩 第一季 Girls Season 1 
41073897, 6, 135, 20476930, 论历史与故事 
41073897, 6, 136, 3746142, 唐草物语 
41073897, 6, 137, 10862362, 低俗怪谈 第三季 Penny Dreadful Season 3 
41073897, 6, 138, 3527785, 过去的痛 
41073897, 6, 139, 1642121, 唯爱永生 Only Lovers Left Alive 
41073897, 6, 140, 4746765, 美洲精神 
41073897, 6, 141, 26782506, 局外人 
41073897, 6, 142, 26666917, 驿站长 
41073897, 6, 143, 4848427, 干草堆里的爱情 
41073897, 7, 151, 26787941, 彗星的轨迹 Comet 
41073897, 7, 152, 26732624, 阿尔法屋 第一季 Alpha House Season 1 
41073897, 7, 153, 26728065, 玛格丽特小镇 
41073897, 7, 154, 26762272, 精神病患 
41073897, 7, 155, 4067626, 生命的未来 
